id,thai,romanization,english,category,used_in_lessons,reviewer_ok,reviewer_correction,reviewer_note
"fr21","สับปะรด","sàp-bpà-rót","pineapple","fruit","","","",""
"fr22","ทับทิม","táp-tim","pomegranate","fruit","","","",""
"fr23","ส้มโอ","sôm-oh","pomelo","fruit","","","",""
"fr24","เงาะ","ngó","rambutan","fruit","","","",""
"fr25","ชมพู่","chom-pôo","rose apple","fruit","","","",""
"fr26","สตรอเบอรี่","sà-dtror-ber-rêe","strawberry","fruit","","","",""
"fr27","แตงโม","dtairng-moh","watermelon","fruit","","","",""
"vg01","หน่อไม้ฝรั่ง","nòr-máai-fà-ràng","asparagus","vegetables","","","",""
"vg02","มะเขือม่วง","má-kěua-mûang","aubergine","vegetables","","","",""
"vg03","หน่อไม้","nòr-máai","bamboo shoots","vegetables","","","",""
"vg04","บร็อคโคลี่","bròk-koh-lêe","broccoli","vegetables","","","",""
"vg05","กะหล่ำปลี","gà-làm-bplee","cabbage","vegetables","","","",""
"vg06","แครอท","kair-ròt","carrot","vegetables","","","",""
"vg07","ดอกกะหล่ำ","dòrk-gà-làm","cauliflower","vegetables","","","",""
"vg08","ขึ้นฉ่ายฝรั่ง","kêun-chàai-fà-ràng","celery","vegetables","","","",""
"vg09","พริก","prík","chilli","vegetables","","","",""
"vg10","คะน้า","ká-náa","Chinese broccoli","vegetables","","","",""
"vg11","ผักกาดขาว","pàk-gàat-kǎao","Chinese cabbage","vegetables","","","",""
"vg12","แตงกวา","dtairng-gwaa","cucumber","vegetables","","","",""
"vg13","กระเทียม","grà-tiam","garlic","vegetables","","","",""
"vg14","ถั่วแขก","tùa-kàirk","green beans","vegetables","","","",""
"vg15","ผักกาดแก้ว","pàk-gàat-gâew","lettuce","vegetables","","","",""
"vg16","เห็ด","hèt","mushroom","vegetables","","","",""
"vg17","หอมใหญ่","hǒrm-yài","onion","vegetables","","","",""
"vg18","ผักฮ่องเต้","pàk-hông-dtây","pak choi","vegetables","","","",""
"vg19","ถั่วลันเตา","tùa-lan-dtao","peas","vegetables","","","",""
"vg20","มันฝรั่ง","man-fà-ràng","potato","vegetables","","","",""
"vg21","พริกหวาน","prík-wǎan","red pepper","vegetables","","","",""
"vg22","ผักโขม","pàk-kǒhm","spinach","vegetables","","","",""
"vg23","ต้นหอม","dtôn-hǒrm","spring onion","vegetables","","","",""
"vg24","ใบโหระพา","bai-hǒh-rá-paa","Thai basil","vegetables","","","",""
"vg25","มะเขือเทศ","má-kěua-tâyt","tomato","vegetables","","","",""
"vg26","ผักบุ้ง","pàk-bûng","water spinach","vegetables","","","",""
"vg27","ฟักเขียว","fák-kǐaw","winter melon","vegetables","","","",""
"sf01","ร้านขายปลา","ráan-kǎai-bplaa","fishmonger","seafood","","","",""
"sf02","หอย","hǒy","shellfish","seafood","","","",""
"sf03","เกล็ด","glèt","scales (fish)","seafood","","","",""
"sf04","ก้าง","gâang","bone (fish)","seafood","","","",""
"sf05","น้ำจืด","náam-jèuut","freshwater","seafood","","","",""
"sf06","น้ำเค็ม","náam-kem","saltwater","seafood","","","",""
"sf07","เลี้ยง","líang","farmed","seafood","","","",""
"sf08","ธรรมชาติ","tam-má-châat","wild","seafood","","","",""
"sf09","รมควัน","rom-kwan","smoked","seafood","","","",""
"sf10","แอนโชวี","airn-choh-wee","anchovy","seafood","","","",""
"sf11","ปลาตะเพียน","bplaa-dtà-pian","carp","seafood","","","",""
"sf12","ปลาดุก","bplaa-dùk","catfish","seafood","","","",""
"sf13","ปลาเก๋า","bplaa-gǎo","grouper","seafood","","","",""
"sf14","ปลาทู","bplaa-too","mackerel","seafood","","","",""
"sf15","ปลานิล","bplaa-nin","Nile tilapia","seafood","","","",""
"sf16","ปลาแซลมอน","bplaa-sair-môn","salmon","seafood","","","",""
"sf17","ปลาซาร์ดีน","bplaa-saa-deen","sardine","seafood","","","",""
"sf18","ปลากะพง","bplaa-gà-pong","sea bass","seafood","","","",""
"sf19","ปลาช่อน","bplaa-chôn","snakehead","seafood","","","",""
"sf20","ปลาทูน่า","bplaa-too-nâa","tuna","seafood","","","",""
"sf21","ปลาจะละเม็ดขาว","bplaa-jà-lá-mét-kǎao","white pomfret","seafood","","","",""
"sf22","หอยลาย","hǒy-laai","clam","seafood","","","",""
"sf23","ปู","bpoo","crab","seafood","","","",""
"sf24","กุ้งเครย์ฟิช","gûng-kray-fít","crayfish","seafood","","","",""
"sf25","กุ้งล็อบสเตอร์","gûng-lóp-sà-dtêr","lobster","seafood","","","",""
"sf26","หอยแมลงภู่","hǒy-má-lairng-pôo","mussel","seafood","","","",""
"sf27","หมึกสาย","mèuk-sǎai","octopus","seafood","","","",""
"sf28","หอยนางรม","hǒy-naang-rom","oyster","seafood","","","",""
"sf29","หอยเชลล์","hǒy-chayn","scallop","seafood","","","",""
"sf30","เม่นทะเล","mâyn-tá-lay","sea urchin","seafood","","","",""
"sf31","หมึก","mèuk","squid","seafood","","","",""
"mt01","คนขายเนื้อ","kon-kǎai-néua","butcher","meat","","","",""
"mt02","เนื้อสัตว์","néua-sàt","meat","meat","","","",""
"mt03","เนื้อแดง","néua-dairng","red meat","meat","","","",""
"mt04","เนื้อขาว","néua-kǎao","white meat","meat","","","",""
"mt05","แฮมชนิดต่างๆ","hairm-chá-nít-dtàang","cold meats","meat","","","",""
"mt06","เนื้อแกะ","néua-gè","lamb","meat","","","",""
"mt07","สัตว์ป่า","sàt-bpàa","game","meat","","","",""
"mt08","เนื้อกวาง","néua-gwaang","venison","meat","","","",""
"mt09","เครื่องใน","krêuang-nai","offal","meat","","","",""
"mt10","สัตว์ปีก","sàt-bpèek","poultry","meat","","","",""
"mt11","เป็ด","bpèt","duck","meat","","","",""
"mt12","ห่าน","hàan","goose","meat","","","",""
"mt13","ดิบ","dìp","raw","meat","","","",""
"mt14","ปรุงสุก","bprung-sùk","cooked","meat","","","",""
"mt15","เลี้ยงแบบปล่อย","líang-bàirp-bplòy","free-range","meat","","","",""
"mt16","เบคอน","bay-korn","bacon","meat","","","",""
"mt17","เบอร์เกอร์เนื้อ","ber-ger-néua","beefburger","meat","","","",""
"mt18","ไส้กรอกอบแห้ง","sâi-gròrk-òp-hâirng","cured sausage","meat","","","",""
"mt19","แฮม","hairm","ham","meat","","","",""
"mt20","เนื้อสำหรับอบ","néua-sǎm-ràp-òp","joint (roasting)","meat","","","",""
"mt21","เนื้อบด","néua-bòt","mince","meat","","","",""
"mt22","ซี่โครง","sêe-krohng","ribs","meat","","","",""
"mt23","ไส้กรอก","sâi-gròrk","sausage","meat","","","",""
"mt24","สเต๊ก","sà-dtáyk","steak","meat","","","",""
"bk01","คนอบขนม","kon-òp-kà-nǒm","baker","bakery","","","",""
"bk02","แป้ง","bpêng","flour / powder","bakery","","","",""
"bk03","แป้งดิบ","bpêng-dìp","dough","bakery","","","",""
"bk04","ซาลาเปา","saa-laa-bpao","steamed bun","bakery","","","",""
"bk05","ไม่ใส่กลูเต็น","mâi-sài-gloo-dten","gluten-free","bakery","","","",""
"bk06","ขนมปังฝรั่งเศส","kà-nǒm-bpang-fà-ràng-sàyt","baguette","bakery","","","",""
"bk07","ขนมปังก้อน","kà-nǒm-bpang-gôn","bread rolls","bakery","","","",""
"bk08","ครัวซ็อง","krua-song","croissant","bakery","","","",""
"bk09","เดนิช","day-nít","Danish pastry","bakery","","","",""
"bk10","โดนัท","doh-nát","doughnut","bakery","","","",""
"bk11","เอแคลร์","ay-klair","éclair","bakery","","","",""
"bk12","ทาร์ตผลไม้","táat-pǒn-la-máai","fruit tart","bakery","","","",""
"bk13","มาการง","maa-gaa-rong","macaroon","bakery","","","",""
"bk14","ครัวซ็องช็อกโกแลต","krua-song-chók-goh-lét","pain au chocolat","bakery","","","",""
"bk15","แพนเค้ก","pairn-káyk","pancakes","bakery","","","",""
"bk16","วาฟเฟิล","wáap-fêrn","waffle","bakery","","","",""
"bk17","ขนมปังสีน้ำตาล","kà-nǒm-bpang-sěe-nám-dtaan","wholemeal bread","bakery","","","",""
"dy01","ไข่ขาว","kài-kǎao","egg white","dairy","","","",""
"dy02","ไข่แดง","kài-dairng","egg yolk","dairy","","","",""
"dy03","นมยูเอชที","nom-yoo-àyt-tee","UHT milk","dairy","","","",""
"dy04","นมสด","nom-sòt","fresh milk","dairy","","","",""
"dy05","ชีส","chéet","cheese","dairy","","","",""
"dy06","เนย","noey","butter","dairy","","","",""
"dy07","ครีม","kreem","cream","dairy","","","",""
"dy08","นมถั่วเหลือง","nom-tùa-lěuang","soymilk","dairy","","","",""
"dy09","โยเกิร์ต","yoh-gèrt","yoghurt","dairy","","","",""
"dy10","ในกรง","nai-grong","caged","dairy","","","",""
"dy11","พาสเจอร์ไรส์","paat-jer-rái","pasteurized","dairy","","","",""
"dy12","ไม่พาสเจอร์ไรส์","mâi-paat-jer-rái","unpasteurized","dairy","","","",""
"dy13","ไม่ใส่ผลิตภัณฑ์นม","mâi-sài-pà-lìt-dtà-pan-nom","dairy-free","dairy","","","",""
"ph01","เภสัชกร","pay-sàt-chá-gorn","pharmacist","pharmacy","","","",""
"ph02","ตู้ยา","dtôo-yaa","medicine cabinet","pharmacy","","","",""
"ph03","เคาน์เตอร์","kao-dtêr","counter","pharmacy","","","",""
"ph04","ใบสั่งยา","bai-sàng-yaa","prescription","pharmacy","","","",""
"ph05","ยาแก้แพ้","yaa-gâir-páir","antihistamine","pharmacy","","","",""
"ph06","ยาฆ่าเชื้อ","yaa-kâa-chéua","antiseptic","pharmacy","","","",""
"ph07","แก้คัดจมูก","gâir-kát-jà-mòok","decongestant","pharmacy","","","",""
"ph08","ยา","yaa","medicine","pharmacy","","","",""
"ph09","ยาขี้ผึ้ง","yaa-kêe-pêung","ointment","pharmacy","","","",""
"ph10","ยาแก้ปวด","yaa-gâir-bpùat","painkiller","pharmacy","","","",""
"ph11","ยาแก้หวัด","yaa-gâir-wàt","flu tablets","pharmacy","","","",""
"ph12","ยาแก้ท้องเสีย","yaa-gâir-tórng-sǐa","diarrhoea tablets","pharmacy","","","",""
"ph13","หลอด","lòrt","tube","pharmacy","","","",""
"ph14","ไข้หวัด","kâi-wàt","cold / flu","pharmacy","","","",""
"ph15","ท้องเสีย","tórng-sǐa","diarrhoea","pharmacy","","","",""
"ph16","แพ้ละอองเกสร","páir-lá-orng-gay-sǒrn","hay fever","pharmacy","","","",""
"ph17","ปวดหัว","bpùat-hǔa","headache","pharmacy","","","",""
"ph18","เจ็บคอ","jèp-kor","sore throat","pharmacy","","","",""
"ph19","ปวดท้อง","bpùat-tórng","stomachache","pharmacy","","","",""
"ph20","หอบหืด","hòrp-hèuut","asthma","pharmacy","","","",""
"ph21","ครีมฆ่าเชื้อโรค","kreem-kâa-chéua-rôhk","antiseptic cream","pharmacy","","","",""
"ph22","ผ้าพันแผล","pâa-pan-plǎir","bandage","pharmacy","","","",""
"ph23","แคปซูล","káirp-soon","capsule","pharmacy","","","",""
"ph24","ถุงยางอนามัย","tǔng-yaang-à-naa-mai","condom","pharmacy","","","",""
"ph25","ยาน้ำแก้ไอ","yaa-náam-gâir-ai","cough mixture","pharmacy","","","",""
"ph26","หยด","yòt","drops","pharmacy","","","",""
"ph27","ยากันแมลง","yaa-gan-má-lairng","insect repellent","pharmacy","","","",""
"ph28","ยาอมแก้ไอ","yaa-om-gâir-ai","lozenge","pharmacy","","","",""
"ph29","พลาสเตอร์","pláat-dtêr","plaster","pharmacy","","","",""
"ph30","หน้ากากกันฝุ่น","nâa-gàak-gan-fùn","protective face mask","pharmacy","","","",""
"ph31","ครีมกันแดด","kreem-gan-dàirt","sun cream","pharmacy","","","",""
"ph32","ยาเม็ด","yaa-mét","tablet / pill","pharmacy","","","",""
"be01","ยาระงับเหงื่อ","yaa-rá-ngáp-ngèua","antiperspirant","beauty","","","",""
"be02","ครีมนวดผม","kreem-nûat-pǒm","conditioner","beauty","","","",""
"be03","น้ำยาบ้วนปาก","nám-yaa-bûan-bpàak","mouthwash","beauty","","","",""
"be04","มีดโกนหนวด","mêet-gohn-nùat","razor","beauty","","","",""
"be05","ผ้าอนามัย","pâa-à-naa-mai","sanitary towel","beauty","","","",""
"be06","แชมพู","chairm-poo","shampoo","beauty","","","",""
"be07","ครีมโกนหนวด","kreem-gohn-nùat","shaving foam","beauty","","","",""
"be08","เจลอาบน้ำ","jayw-àap-náam","shower gel","beauty","","","",""
"be09","ผ้าอนามัยแบบสอด","pâa-à-naa-mai-bàirp-sòrt","tampon","beauty","","","",""
"be10","แปรงสีฟัน","bprairng-sěe-fan","toothbrush","beauty","","","",""
"be11","ยาสีฟัน","yaa-sěe-fan","toothpaste","beauty","","","",""
"be12","ปัดแก้ม","bpàt-gâirm","blusher","beauty","","","",""
"be13","หวี","wěe","comb","beauty","","","",""
"be14","อายไลเนอร์","aai-lai-nêr","eyeliner","beauty","","","",""
"be15","สีแต่งตา","sěe-dtèng-dtaa","eyeshadow","beauty","","","",""
"be16","รองพื้น","rorng-péuun","foundation","beauty","","","",""
